"customer_key","customer_name","gender","customer_country","customer_continent","order_count","units_purchased","revenue_usd","profit_usd","avg_line_revenue_usd","first_order_date","last_order_date","customer_lifespan_days"
"1994581","Eila Sarparanta","Female","United States","North America","1","9","5598.99","3023.91","2799.50","2018-02-09","2018-02-09","0"
"1994606","Damjan Varga","Male","United States","North America","1","15","4958.22","2678.10","1652.74","2019-09-30","2019-09-30","0"
"1994932","Silke Fisher","Female","United States","North America","2","8","2424.70","1290.19","808.23","2020-05-30","2021-01-27","242"
"1994967","Borna Jelic","Male","United States","North America","2","4","1212.00","622.08","606.00","2018-12-14","2020-01-16","398"
"1994972","Vaden Quirion","Male","United States","North America","3","18","3081.73","1640.10","513.62","2018-01-25","2019-09-15","598"
"1995044","Zdenek Doiron","Male","United States","North America","2","18","6970.14","4468.86","995.73","2020-02-08","2020-06-23","136"
"1995071","Thorsten Fenstermacher","Male","United States","North America","3","7","1197.69","636.93","299.42","2017-06-13","2019-12-27","927"
"1995593","Ulrich Urner","Male","United States","North America","2","15","1154.85","619.23","577.43","2018-09-10","2019-07-20","313"
"1995697","Milla Anttila","Female","United States","North America","2","14","4825.66","2520.15","965.13","2016-05-07","2020-06-13","1498"
"1995699","Maria Poulsen","Female","United States","North America","2","12","3152.75","1673.16","1050.92","2017-07-31","2019-11-18","840"
"1995928","Marta Lukic","Female","United States","North America","1","2","438.00","292.88","438.00","2020-06-05","2020-06-05","0"
"1996019","Aapo Monto","Male","United States","North America","2","28","7457.45","4378.66","745.75","2017-12-23","2018-05-15","143"
"1996029","Zbynek David","Male","United States","North America","4","48","12027.84","7119.31","859.13","2018-08-18","2020-12-26","861"
"1996108","Helen Dunn","Female","United States","North America","4","23","6218.29","3870.77","1243.66","2017-08-09","2020-04-30","995"
"1996351","Casimiro Quesada","Male","United States","North America","1","9","2029.50","1090.62","507.38","2019-08-01","2019-08-01","0"
"1996365","Julia Goncalves","Female","United States","North America","3","22","5744.01","3673.33","957.34","2019-11-29","2020-07-08","222"
"1996488","Aira Hahli","Female","United States","North America","2","12","3199.80","1570.71","1066.60","2019-12-26","2019-12-27","1"
"1996680","Jeremy Arrieta","Male","United States","North America","1","1","40.55","21.90","40.55","2017-09-05","2017-09-05","0"
"1996781","Beatrice Alves","Female","United States","North America","6","44","9503.63","5640.83","527.98","2017-01-04","2020-02-20","1142"
"1996797","Finn Nilsen","Male","United States","North America","5","29","10933.13","7021.03","1366.64","2018-06-15","2019-12-30","563"
"1996847","Gabriel Silva","Male","United States","North America","2","17","2182.65","1185.39","436.53","2019-11-28","2021-02-03","433"
"1996909","Julia Sousa","Female","United States","North America","3","16","9721.60","5703.51","1388.80","2019-08-01","2020-02-08","191"
"1996959","Antonija Horvat","Female","United States","North America","7","64","18230.30","10460.37","1072.37","2016-02-04","2020-10-16","1716"
"1997104","Teuvo Nikkola","Male","United States","North America","1","20","2453.29","1337.73","408.88","2018-12-12","2018-12-12","0"
"1997208","Vulpiano Manzanares","Male","United States","North America","4","55","11442.31","6135.77","953.53","2018-12-01","2020-01-02","397"
"1997221","Seppo Taipale","Male","United States","North America","4","27","3553.66","1968.52","355.37","2016-07-14","2019-12-16","1250"
"1997307","Garland Caya","Male","United States","North America","1","31","7803.04","4268.81","1114.72","2017-06-17","2017-06-17","0"
"1997542","Srecko Radic","Male","United States","North America","1","3","14.94","7.32","14.94","2019-12-24","2019-12-24","0"
"1997694","Ružica Ivanec","Female","United States","North America","1","3","843.00","413.22","843.00","2019-01-18","2019-01-18","0"
"1997727","Johanne Schultz","Female","United States","North America","3","8","1232.40","628.77","410.80","2017-11-09","2019-12-11","762"
"1997765","Sinikka Silvan","Female","United States","North America","5","23","4955.83","2925.51","619.48","2016-12-12","2020-02-25","1170"
"1997780","Jana Neumann","Female","United States","North America","5","35","16439.61","9757.84","1643.96","2018-09-21","2020-01-09","475"
"1998013","Victoria Henriksen","Female","United States","North America","6","41","11946.34","7661.75","995.53","2016-12-24","2020-02-26","1159"
"1998163","Rosetta Reyes","Female","United States","North America","1","7","1537.95","793.84","768.98","2016-07-16","2016-07-16","0"
"1998179","Guillaume Fecteau","Male","United States","North America","3","20","4846.73","2591.76","807.79","2018-07-23","2020-05-13","660"
"1998305","Fiamma Zambrano","Female","United States","North America","2","20","8982.50","5489.86","1796.50","2016-11-22","2018-08-15","631"
"1998377","Mirjana Hrvatin","Female","United States","North America","2","23","19901.00","12954.87","4975.25","2019-02-23","2019-08-10","168"
"1998481","Mette Bruun","Female","United States","North America","4","42","10277.37","5921.88","1141.93","2017-08-10","2021-01-23","1262"
"1999313","Emma Nygaard","Female","United States","North America","1","12","3055.98","1501.27","1018.66","2019-05-15","2019-05-15","0"
"1999333","Mateja Cindric","Female","United States","North America","3","26","3200.07","1632.08","457.15","2018-06-23","2020-02-24","611"
"1999383","Svitlana Posavec","Female","United States","North America","2","22","3718.46","1926.55","619.74","2016-05-26","2019-11-02","1255"
"1999721","Tihomil Božic","Male","United States","North America","3","29","18230.28","10442.52","2278.79","2017-02-25","2018-10-20","602"
"1999750","Nataša Kovacic","Female","United States","North America","1","5","1015.95","615.26","338.65","2017-01-10","2017-01-10","0"
"1999911","Torben Kjeldsen","Male","United States","North America","2","16","2415.94","1285.48","402.66","2019-10-23","2019-12-18","56"
"1999956","Pernille Holst","Female","United States","North America","2","10","1636.81","949.56","545.60","2017-08-22","2019-01-26","522"
"2000293","Sandy Robertson","Male","United States","North America","1","5","2079.40","1023.26","1039.70","2019-08-17","2019-08-17","0"
"2000732","Sabina Jonasson","Female","United States","North America","3","14","3260.61","1694.11","465.80","2018-09-19","2019-05-18","241"
"2000744","Julie Bilodeau","Female","United States","North America","2","7","1993.98","1051.28","664.66","2019-11-04","2019-12-11","37"
"2000872","Jaroslav Brož","Male","United States","North America","2","8","211.98","103.94","105.99","2016-05-21","2016-07-14","54"
"2001416","Marc Charron","Male","United States","North America","2","9","415.69","224.37","103.92","2019-07-16","2020-05-20","309"
"2001744","Antonia Kovacic","Female","United States","North America","2","8","2310.34","1224.12","577.59","2019-05-31","2019-10-26","148"
"2001745","Johannes Bergqvist","Male","United States","North America","2","10","2076.85","1118.57","519.21","2018-05-22","2019-07-23","427"
"2001755","Mie Huus","Female","United States","North America","3","54","36067.47","22844.23","3005.62","2016-11-08","2020-10-26","1448"
"2001808","Karla Gunnarsson","Female","United States","North America","1","6","2948.67","1966.35","1474.34","2019-09-03","2019-09-03","0"
"2001813","Bailey Verbrugghen","Male","United States","North America","2","6","1817.84","1006.84","454.46","2020-12-31","2021-02-02","33"
"2001941","Jackson Bon","Male","United States","North America","1","19","2364.57","1241.44","472.91","2020-06-06","2020-06-06","0"
"2001951","Adrian Abdi","Male","United States","North America","2","2","426.99","225.88","213.50","2018-11-08","2020-07-10","610"
"2002239","Gemma Summerfield","Female","United States","North America","1","8","4182.90","2233.96","697.15","2020-12-08","2020-12-08","0"
"2002288","Gemma Bondy","Female","United States","North America","2","3","177.77","115.30","88.89","2016-11-10","2018-02-21","468"
"2002372","Edyta Tomaszewska","Female","United States","North America","2","16","3084.39","1745.03","514.07","2017-05-27","2019-06-28","762"
"2002439","Latimer Lapresse","Male","United States","North America","4","31","11168.40","6635.10","1015.31","2018-09-08","2019-09-25","382"
"2002685","Amy Logan","Female","United States","North America","1","10","129.90","63.70","129.90","2017-01-19","2017-01-19","0"
"2002810","Christin Durr","Female","United States","North America","2","8","872.99","564.14","436.50","2018-12-17","2019-02-01","46"
"2002841","Lana Klobucar","Female","United States","North America","1","10","3402.91","1827.04","850.73","2019-01-10","2019-01-10","0"
"2002888","Fayme Panetier","Female","United States","North America","2","16","3300.96","1824.47","660.19","2017-09-09","2019-12-30","842"
"2003153","Jan Allan","Male","United States","North America","4","22","5977.18","3850.10","664.13","2018-02-16","2019-12-28","680"
"2003293","Judithe Broberg","Female","United States","North America","2","19","6169.85","3551.10","1028.31","2019-02-21","2020-02-24","368"
"2003358","David Hoffmann","Male","United States","North America","8","53","26444.50","16264.58","1391.82","2016-09-05","2020-06-23","1387"
"2003425","Henrik Geisler","Male","United States","North America","1","13","5502.70","2951.76","1375.68","2019-12-18","2019-12-18","0"
"2003638","Dante Henriksson","Male","United States","North America","3","21","3489.08","1994.33","498.44","2018-05-07","2020-09-14","861"
"2003705","Wiktoria Pawlak","Female","United States","North America","1","1","499.90","245.04","499.90","2021-02-18","2021-02-18","0"
"2003856","Mikael Lange","Male","United States","North America","1","13","1865.20","975.23","621.73","2019-02-21","2019-02-21","0"
"2003997","Zacharias Samuelsson","Male","United States","North America","3","38","10206.64","5546.65","785.13","2017-08-26","2019-10-31","796"
"2004240","Yamal Navarrete","Male","United States","North America","1","7","2083.69","1212.79","694.56","2020-12-12","2020-12-12","0"
"2004284","Adina Lindholm","Female","United States","North America","5","52","8857.73","4904.99","681.36","2018-10-03","2020-12-26","815"
"2004449","Pavo Vidakovic","Male","United States","North America","2","9","1464.60","793.27","366.15","2017-10-12","2019-10-26","744"
"2004576","Kaja Dudek","Female","United States","North America","1","5","1902.80","1164.60","634.27","2020-02-19","2020-02-19","0"
"2005315","John Heilmann","Male","United States","North America","1","13","2545.99","1312.81","636.50","2017-08-19","2017-08-19","0"
"2005336","Augustyn Pawlak","Male","United States","North America","1","10","1893.96","1125.52","631.32","2016-09-12","2016-09-12","0"
"2005351","Jasmin Watt","Female","United States","North America","2","9","1212.98","728.14","303.25","2016-10-08","2018-11-14","767"
"2005389","Leslie Lawhorn","Female","United States","North America","1","2","219.98","107.82","219.98","2018-05-31","2018-05-31","0"
"2005718","Apolonia Kalinowska","Female","United States","North America","1","1","301.00","162.58","301.00","2018-06-16","2018-06-16","0"
"2005934","Germain Routhier","Male","United States","North America","2","11","3905.96","1941.14","1952.98","2017-08-11","2019-08-12","731"
"2006113","Julian Ross","Male","United States","North America","3","18","2866.30","1439.35","477.72","2019-02-21","2019-12-31","313"
"2006166","Viljar Eide","Male","United States","North America","2","5","250.78","123.60","125.39","2016-10-01","2019-12-05","1160"
"2006191","Yocasta Zúñiga","Female","United States","North America","2","34","6032.60","3740.18","670.29","2019-12-27","2020-01-28","32"
"2006313","Knud Rosing","Male","United States","North America","2","13","5636.28","3540.58","1127.26","2016-08-02","2018-09-26","785"
"2006486","Sara Bruland","Female","United States","North America","2","13","2974.60","1575.32","991.53","2018-11-05","2021-01-11","798"
"2006574","Luc St-Pierre","Male","United States","North America","4","20","7948.95","4480.34","794.90","2018-01-01","2020-07-15","926"
"2006644","Mio Johnsson","Male","United States","North America","3","44","14304.10","8879.81","1021.72","2016-02-24","2018-12-16","1026"
"2006704","Jai Creal","Male","United States","North America","2","23","3578.63","1984.10","511.23","2019-09-04","2019-12-24","111"
"2006758","Petrine Andersen","Female","United States","North America","2","23","11357.87","6395.72","2839.47","2017-01-21","2019-06-11","871"
"2006826","Mary Knight","Female","United States","North America","4","42","11665.30","7085.34","972.11","2017-11-01","2019-11-21","750"
"2007027","Martyna Campbell","Female","United States","North America","3","21","7248.76","4779.97","1035.54","2019-06-26","2019-12-05","162"
"2007028","Georg Pettersen","Male","United States","North America","4","25","1934.35","1044.83","276.34","2019-04-30","2020-06-05","402"
"2007125","Tomislav Cerkez","Male","United States","North America","4","27","4445.42","2610.77","635.06","2017-11-18","2019-09-06","657"
"2007280","Kvetoslava Marková","Female","United States","North America","6","37","9122.87","5569.18","912.29","2016-09-15","2020-08-21","1436"
"2007321","Aayan Taylor","Male","United States","North America","2","28","7412.23","4869.01","1853.06","2016-11-02","2019-01-04","793"
"2007618","Anders Berthelsen","Male","United States","North America","1","1","149.95","73.50","149.95","2019-07-01","2019-07-01","0"
"2007813","Dawid Robertson","Male","United States","North America","6","15","3049.43","1508.23","435.63","2016-01-28","2021-02-17","1847"
"2008177","Keisha Duncan","Female","United States","North America","2","38","7630.05","3962.96","763.01","2018-12-14","2019-09-06","266"
"2008468","Yasin Pettersson","Male","United States","North America","1","20","1509.57","804.43","251.60","2019-05-29","2019-05-29","0"
"2009147","Pauline Rosing","Female","United States","North America","1","3","988.90","609.85","494.45","2021-01-26","2021-01-26","0"
"2009243","Andreas Reiniger","Male","United States","North America","2","25","8048.00","5337.95","2012.00","2018-11-19","2019-10-08","323"
"2009540","Helene Berthelsen","Female","United States","North America","1","10","6094.95","3730.06","1015.83","2020-01-04","2020-01-04","0"
"2009720","Harcourt Panetier","Male","United States","North America","2","5","2741.79","1431.00","913.93","2016-10-15","2019-07-25","1013"
"2010159","Libor Hunka","Male","United States","North America","1","6","404.40","198.24","404.40","2021-02-19","2021-02-19","0"
"2010245","Gabrysz Adamski","Male","United States","North America","2","11","2231.94","1457.14","557.99","2017-02-22","2019-07-10","868"
"2010262","Peter Zeeb","Male","United States","North America","2","35","3795.99","2055.03","542.28","2017-08-03","2019-08-27","754"
"2010411","Zack Fransson","Male","United States","North America","1","3","179.97","88.23","179.97","2018-09-11","2018-09-11","0"
"2010495","Nairn Stewart","Male","United States","North America","2","8","1434.76","814.61","358.69","2019-07-10","2020-03-10","244"
"2010506","Siniša Šimic","Male","United States","North America","2","11","1110.16","586.96","277.54","2016-12-10","2019-11-07","1062"
"2010586","Lana Persson","Female","United States","North America","2","11","2149.53","1090.24","537.38","2018-08-09","2019-12-21","499"
"2010827","Claro Orellana","Male","United States","North America","1","2","230.00","124.24","230.00","2019-01-12","2019-01-12","0"
"2011096","Ladislav Novotný","Male","United States","North America","3","18","2578.38","1453.96","429.73","2016-08-22","2020-12-26","1587"
"2011298","Mia Åström","Female","United States","North America","5","31","13106.64","7983.50","1191.51","2017-11-18","2020-12-28","1136"
"2011585","Edra Crouch","Female","United States","North America","1","4","559.96","274.48","559.96","2019-11-30","2019-11-30","0"
"2011632","Jessica Boulger","Female","United States","North America","1","13","853.90","418.55","284.63","2017-11-09","2017-11-09","0"
"2011673","Alexander Kelynack","Male","United States","North America","5","48","16522.84","9651.12","1101.52","2016-09-09","2020-02-26","1265"
"2011702","Estelle Fitzgerald","Female","United States","North America","1","15","4079.00","2201.05","1019.75","2020-02-29","2020-02-29","0"
"2011787","Krešo Bacic","Male","United States","North America","4","20","7638.58","4418.54","954.82","2016-04-27","2020-08-12","1568"
"2011791","Aurélie Bureau","Female","United States","North America","1","1","499.90","245.04","499.90","2020-06-09","2020-06-09","0"
"2011796","Adéla Perutková","Female","United States","North America","2","15","22146.78","14764.06","7382.26","2016-01-22","2016-02-24","33"
"2012045","Dawid Szczepanski","Male","United States","North America","2","4","982.99","493.33","327.66","2017-08-26","2018-05-30","277"
"2012168","Julie Potvin","Female","United States","North America","5","40","11727.39","6681.95","732.96","2016-07-09","2019-09-30","1178"
"2012457","Daff Veliz","Female","United States","North America","6","32","9208.34","5117.16","708.33","2016-10-15","2020-05-08","1301"
"2012901","Klonimir Debeljak","Male","United States","North America","4","34","5947.14","3420.74","495.60","2016-11-19","2019-02-20","823"
"2013268","Ankica Šimic","Female","United States","North America","2","17","1545.85","945.18","309.17","2016-02-22","2019-10-22","1338"
"2013443","Sandy Göransson","Female","United States","North America","7","53","8647.79","5094.44","508.69","2017-01-25","2020-03-11","1141"
"2013759","Mille Nilsen","Female","United States","North America","1","5","549.95","269.55","549.95","2020-09-26","2020-09-26","0"
"2013811","Jolie Gadbois","Female","United States","North America","6","18","6531.42","3567.64","816.43","2018-07-21","2021-01-23","917"
"2014107","Rosanna Jonsson","Female","United States","North America","5","44","6345.50","3404.60","576.86","2017-02-16","2020-07-04","1234"
"2014226","Theodor Kristoffersen","Male","United States","North America","10","65","16772.43","9329.88","762.38","2016-10-19","2019-12-23","1160"
"2014440","Radomila Wysocka","Female","United States","North America","1","5","2995.00","1617.70","2995.00","2018-05-01","2018-05-01","0"
"2014500","Ella Öberg","Female","United States","North America","2","21","4998.70","2528.52","999.74","2019-06-09","2019-12-21","195"
"2014565","Sintiques Quezada","Female","United States","North America","4","37","6750.54","3716.10","675.05","2018-07-06","2019-12-21","533"
"2014737","Alessandro Jiménez","Male","United States","North America","2","9","1739.10","852.45","869.55","2019-01-26","2019-06-20","145"
"2014806","Levi Namatjira","Male","United States","North America","1","12","5029.98","2835.00","1257.50","2019-10-12","2019-10-12","0"
"2014930","Mieszko Zielinski","Male","United States","North America","2","15","3199.14","1927.22","639.83","2019-10-22","2020-02-08","109"
"2015026","Ihor Kolár","Male","United States","North America","2","22","4875.35","2687.61","812.56","2019-01-07","2019-08-03","208"
"2015036","Atanasio Morales","Male","United States","North America","2","12","3032.14","1630.03","758.04","2016-08-10","2019-07-15","1069"
"2015045","Roger Ivarsson","Male","United States","North America","1","10","2547.80","1349.16","1273.90","2019-05-08","2019-05-08","0"
"2015104","Nicole Nesset","Female","United States","North America","1","9","5050.39","3377.07","2525.20","2016-11-10","2016-11-10","0"
"2015173","Cristi Azevedo","Female","United States","North America","1","13","3679.15","2377.20","735.83","2020-01-31","2020-01-31","0"
"2015228","Ursula Bumgarner","Female","United States","North America","3","6","1533.99","811.88","511.33","2017-12-01","2021-01-20","1146"
"2015316","Archie Akhurst","Male","United States","North America","3","20","6672.50","3974.59","953.21","2017-08-26","2020-02-26","914"
"2015373","Lisa Calloway","Female","United States","North America","2","23","3908.97","1995.61","781.79","2019-09-24","2021-02-08","503"
"2015566","Milan Juracka","Male","United States","North America","1","2","521.89","256.51","260.95","2018-08-28","2018-08-28","0"
"2015614","Malte Bergqvist","Male","United States","North America","1","3","20.64","11.16","20.64","2019-10-21","2019-10-21","0"
"2015674","Katrine Kleist","Female","United States","North America","4","19","10016.06","5467.58","1669.34","2016-06-23","2020-08-15","1514"
"2015900","Adam Šimon","Male","United States","North America","6","45","7798.79","4297.26","649.90","2016-02-23","2020-12-01","1743"
"2016036","Pomeroy Dumont","Male","United States","North America","1","20","12005.92","7126.93","2401.18","2019-12-24","2019-12-24","0"
"2016041","Melvin Berg","Male","United States","North America","2","23","9090.79","5020.25","1818.16","2019-06-07","2019-09-25","110"
"2016137","Priscilla Maldonado","Female","United States","North America","3","21","4373.74","2346.79","624.82","2017-02-21","2020-03-09","1112"
"2016329","Muhammad McKenzie","Male","United States","North America","1","16","4058.67","2144.75","1352.89","2019-11-12","2019-11-12","0"
"2016610","Ruaraidh Fleming","Male","United States","North America","1","5","969.90","523.89","484.95","2018-10-20","2018-10-20","0"
"2016721","Mackenzie Burnell","Female","United States","North America","1","2","939.94","507.70","939.94","2018-06-19","2018-06-19","0"
"2017407","Miloš Jelínek","Male","United States","North America","2","3","590.89","307.67","196.96","2018-05-31","2019-12-31","579"
"2017884","Victoria Clemens","Female","United States","North America","4","29","5114.62","2635.96","639.33","2016-09-13","2019-06-18","1008"
"2017937","Constance Gonzalez","Female","United States","North America","2","13","8835.98","5375.42","1472.66","2016-12-31","2019-08-13","955"
"2018142","Judyta Dabrowski","Female","United States","North America","1","16","9119.19","4908.39","3039.73","2018-07-23","2018-07-23","0"
"2018226","Guadalupe Campbell","Male","United States","North America","1","4","39.96","19.60","39.96","2019-10-07","2019-10-07","0"
"2018421","Martin Krátký","Male","United States","North America","3","46","11834.17","6486.30","1183.42","2016-05-14","2020-02-15","1372"
"2018524","Avent Mousseau","Male","United States","North America","1","1","31.39","15.39","31.39","2018-12-21","2018-12-21","0"
"2018685","Jennifer Payne","Female","United States","North America","2","14","12881.56","7823.12","4293.85","2017-01-03","2019-02-08","766"
"2018869","Elof Åberg","Male","United States","North America","4","47","14954.90","8246.36","1246.24","2016-09-17","2020-01-13","1213"
"2019180","Jerzy Nowakowski","Male","United States","North America","3","39","6232.59","3441.89","519.38","2019-01-07","2020-02-26","415"
"2019245","Nina Karlsen","Female","United States","North America","1","1","109.00","53.43","109.00","2020-01-15","2020-01-15","0"
"2019675","Natan Thomson","Male","United States","North America","1","6","436.90","215.52","145.63","2019-11-26","2019-11-26","0"
"2020068","Atalo Carvajal","Male","United States","North America","2","7","1166.45","618.23","388.82","2017-09-04","2019-09-10","736"
"2020231","Mehdi Gunnarsson","Male","United States","North America","1","7","1539.50","831.56","769.75","2018-06-14","2018-06-14","0"
"2020420","Delfor Aguilera","Male","United States","North America","4","24","3334.67","1939.79","303.15","2019-02-15","2020-08-25","557"
"2020722","John Salisbury","Male","United States","North America","4","27","5526.55","3296.13","552.66","2016-11-23","2019-09-16","1027"
"2021107","Jim Jonasson","Male","United States","North America","4","47","21402.33","11609.88","1646.33","2018-05-19","2020-07-25","798"
"2021158","Jan Málek","Male","United States","North America","1","5","979.84","480.28","326.61","2018-12-11","2018-12-11","0"
"2021353","Hanne Nordby","Female","United States","North America","4","28","3715.78","1992.20","337.80","2018-06-02","2019-09-25","480"
"2021360","Crystal Collins","Female","United States","North America","1","6","2765.95","1823.06","691.49","2019-08-21","2019-08-21","0"
"2021365","Jaroslav Prerost","Male","United States","North America","3","28","5720.63","2885.47","572.06","2019-02-23","2020-06-01","464"
"2021639","Zdenka Janková","Female","United States","North America","3","8","3996.98","2657.14","999.25","2018-12-15","2020-02-20","432"
"2021834","Laura Lehmann","Female","United States","North America","2","19","3035.12","1538.48","607.02","2019-09-25","2020-01-20","117"
"2021916","Felicja Adamska","Female","United States","North America","2","23","6069.93","3391.19","1011.66","2017-02-21","2017-07-13","142"
"2022051","Alita Bourget","Female","United States","North America","2","16","9494.00","6348.40","4747.00","2019-09-05","2021-01-16","499"
"2022162","Aike Valdez","Female","United States","North America","2","13","4324.20","2818.62","1081.05","2016-05-23","2018-12-19","940"
"2022199","Leah Pizzey","Female","United States","North America","1","10","2599.90","1738.50","2599.90","2020-02-10","2020-02-10","0"
"2022243","Theodor Tjørhom","Male","United States","North America","3","24","3573.20","2060.71","595.53","2018-05-08","2019-09-14","494"
"2022288","Branko Ríos","Male","United States","North America","1","14","3470.00","1874.28","1156.67","2019-06-12","2019-06-12","0"
"2022412","Gordan Vukovic","Male","United States","North America","6","53","13329.76","7403.01","740.54","2016-05-14","2020-11-21","1652"
"2022662","Ellen Riley","Female","United States","North America","4","36","3773.57","2257.40","290.27","2019-01-20","2020-02-10","386"
"2022707","Zakarias Lindqvist","Male","United States","North America","3","8","1157.93","700.00","385.98","2016-08-27","2019-11-21","1181"
"2022861","Else Filemonsen","Female","United States","North America","3","25","4374.04","2473.16","486.00","2016-09-29","2018-12-25","817"
"2022876","Makayla Saltau","Female","United States","North America","1","8","1840.00","943.87","613.33","2019-03-13","2019-03-13","0"
"2023185","Ellie Kraus","Female","United States","North America","4","38","9166.01","5643.91","916.60","2016-02-20","2020-12-02","1747"
"2023204","Trudy Cotten","Female","United States","North America","1","1","165.00","80.88","165.00","2019-12-11","2019-12-11","0"
"2023470","Gabriele Wechsler","Female","United States","North America","2","6","680.52","334.59","340.26","2018-12-21","2020-06-06","533"
"2023780","Jan Halfar","Male","United States","North America","3","21","9974.48","6117.65","1424.93","2017-02-18","2018-06-07","474"
"2023998","Wilgot Abrahamsson","Male","United States","North America","3","30","5444.53","3093.34","494.96","2017-04-27","2019-02-16","660"
"2024029","Blake White","Male","United States","North America","8","50","8433.20","4944.05","562.21","2017-12-30","2021-01-05","1102"
"2024100","Milan Krupka","Male","United States","North America","2","19","8011.35","4616.96","1602.27","2018-02-02","2019-09-25","600"
"2024150","Axel Kristensen","Male","United States","North America","1","2","227.94","123.12","113.97","2019-09-18","2019-09-18","0"
"2024240","Helen Haugen","Female","United States","North America","2","4","537.12","289.62","134.28","2017-10-25","2019-07-05","618"
"2024716","Else Karlsen","Female","United States","North America","2","17","4716.16","2840.51","786.03","2018-11-14","2019-12-01","382"
"2025213","Scarlet Sinclair","Female","United States","North America","4","26","9238.81","5297.83","923.88","2017-06-26","2020-01-04","922"
"2025504","Ossian Bergqvist","Male","United States","North America","3","21","5556.17","3134.41","926.03","2019-02-05","2020-06-29","510"
"2025509","Christopher Josephson","Male","United States","North America","2","5","2614.96","1648.60","871.65","2017-07-04","2019-01-02","547"
"2025686","Linda Nieto","Female","United States","North America","2","35","13902.32","8837.38","1263.85","2019-07-18","2020-03-16","242"
"2025711","Guy Ledesma","Male","United States","North America","3","29","16247.85","9172.66","1805.32","2017-10-14","2019-12-23","800"
"2025840","Zbigniew Švejcar","Male","United States","North America","2","14","3423.55","1887.02","684.71","2018-09-29","2019-05-21","234"
"2025955","Hanna Wozniak","Female","United States","North America","3","21","3955.94","2202.46","565.13","2016-11-24","2018-11-10","716"
"2026025","Candance Hartsell","Female","United States","North America","1","3","1407.00","759.96","1407.00","2016-02-19","2016-02-19","0"
"2026065","Hoda Petersson","Female","United States","North America","1","2","259.98","173.84","259.98","2020-08-19","2020-08-19","0"
"2026106","Swen Herrmann","Male","United States","North America","4","20","8670.87","5654.54","1238.70","2017-11-20","2020-05-13","905"
"2026387","Milla McClemans","Female","United States","North America","3","37","10584.42","5357.58","1512.06","2017-11-27","2020-06-10","926"
"2026432","Valentina Norberg","Female","United States","North America","2","11","3567.00","2267.37","1189.00","2018-07-17","2019-06-14","332"
"2026561","Sidney Gagnon","Male","United States","North America","1","3","65.78","38.27","32.89","2020-06-25","2020-06-25","0"
"2026801","Anna Svobodová","Female","United States","North America","5","62","17851.15","10855.32","1115.70","2018-02-20","2020-03-13","752"
"2026978","Boris Tkalcic","Male","United States","North America","1","10","6674.00","4304.98","2224.67","2019-05-01","2019-05-01","0"
"2027056","Max Trommler","Male","United States","North America","1","11","2157.83","1063.62","539.46","2021-01-12","2021-01-12","0"
"2027276","Carl Andersson","Male","United States","North America","3","34","10870.90","6164.31","1207.88","2018-05-23","2020-01-22","609"
"2027449","Asia Adamska","Female","United States","North America","2","9","4563.00","2464.68","2281.50","2019-03-07","2019-09-23","200"
"2027502","Felix Abt","Male","United States","North America","2","25","8275.93","5046.72","1182.28","2019-01-04","2019-02-14","41"
"2027765","Bartosz Piotrowski","Male","United States","North America","1","9","1513.98","747.77","756.99","2018-07-27","2018-07-27","0"
"2027835","Areb Corona","Male","United States","North America","3","16","1594.19","863.12","199.27","2016-10-20","2020-03-05","1232"
"2027861","Marphisa Couturier","Female","United States","North America","2","15","1279.22","674.10","319.81","2018-11-15","2019-03-15","120"
"2028962","Barry Hairston","Male","United States","North America","4","30","7668.72","4911.78","852.08","2017-10-21","2019-08-22","670"
"2029379","Søren Enoksen","Male","United States","North America","1","8","2583.00","1584.74","861.00","2018-10-01","2018-10-01","0"
"2029441","Bethany Preston","Female","United States","North America","2","32","3826.68","2229.66","382.67","2018-10-12","2019-06-05","236"
"2029518","Jan Berg","Male","United States","North America","3","16","5036.72","3236.44","719.53","2016-01-25","2019-02-27","1129"
"2029584","Grace Willmore","Female","United States","North America","1","7","4025.97","2173.10","2012.99","2020-09-25","2020-09-25","0"
"2029619","Madeline Haller","Female","United States","North America","3","48","18518.00","10606.38","1322.71","2016-06-29","2020-01-01","1281"
"2029684","Tihomil Antunovic","Male","United States","North America","2","20","3279.94","1769.49","655.99","2017-10-20","2020-03-07","869"
"2029697","Timmy Ivarsson","Male","United States","North America","1","5","695.58","381.59","231.86","2018-11-17","2018-11-17","0"
"2029781","Jaxon Grieve","Male","United States","North America","2","7","920.49","495.88","306.83","2018-09-14","2020-02-08","512"
"2029797","Jirina Richterová","Female","United States","North America","1","3","419.97","205.86","419.97","2019-07-10","2019-07-10","0"
"2029798","Anna Špacková","Female","United States","North America","3","17","2850.85","1603.04","475.14","2018-07-03","2020-01-03","549"
"2030035","Yusuf Scott","Male","United States","North America","2","11","5318.95","3457.39","1772.98","2018-01-05","2021-02-19","1141"
"2030206","Klaudia Dresdner","Female","United States","North America","3","22","2119.82","1287.49","211.98","2016-02-23","2019-12-25","1401"
"2030678","Nina Davidsen","Female","United States","North America","1","3","1409.91","761.55","1409.91","2017-04-28","2017-04-28","0"
"2030891","Christian Sørensen","Male","United States","North America","2","10","1316.65","645.37","658.33","2016-12-03","2017-12-28","390"
